Comune;Istat_comune;Anno;Dato relativo a:;Popolazione;Altro RD(t);Ingombranti Misti(t);Carta e Cartone(t);Frazione Organica(t);Legno(t);Metallo(t);Plastica(t);RAEE(t);Selettiva(t);Tessili(t);Vetro(t)
Tolve;17076090;2012;COMUNITA' MONTANA ALTO BRADANO;57.756;6,17;24,03;791,947;2662,54;56,08;24,059;101,987;77,14;7,203;40,67;333,78;
Tolve;17076090;2013;COMUNITA' MONTANA ALTO BRADANO;56.988;4,24;29,09;786,7640532800001;2709,335;105,64661708;87,19097366;149,8397644;73,43700000000001;6,003;94,16167743;671,96406815;
Tramutola;17076091;2010;Comune;3.195;0;0;83,32;0;5,02;5,14;57,46;25,94;0;0;61,26;
Tramutola;17076091;2011;Comune;3.155;1,13;0;129,77;0;4,66;8,25;83;16,74;0,035;1,55;57,96;
Tramutola;17076091;2012;Comune;3.149;3,44;0;93,5;0;2,6;6,12;52;9,98;0,127;3,66;51,1;
Tramutola;17076091;2013;Comune;3.153;0;0;101,68;0;3,78;7,21;50,04;9,94;0,185;5,14;54,9;
Trecchina;17076092;2010;Comune;2.369;1,26;0;24,89;0;5,38;0;14,94;33,38;0;4,08;19,38;
Trecchina;17076092;2011;Comune;2.322;2,5;0;34,88;0;3,74;9,26;15,5;21,18;0,002;3,14;36,48;
Trecchina;17076092;2012;Comune;2.323;0,9;0;36,2224;0;1,1955;5,9574;20,048;2,37;0;1,7068;12,8306;
Trecchina;17076092;2013;Comune;2.344;0;0;22,08;0;2,1;1,7;14,4;2;0,062;1,46;22,42;
Trivigno;17076093;2010;Comune;722;0;0;16,619999999999997;0;0;0;13,06;0;0;0;15,36;
Trivigno;17076093;2011;Comune;714;0;0;16,56;0;0;0;12,2;0;0;0;16,8;
Trivigno;17076093;2012;Comune;713;0;0;17,5;0;0;0;13,62;0;0;0;18,44;
Trivigno;17076093;2013;Comune;692;0;0;15,24;0;0;0;12,1;0;0;0;14,74;
Vaglio Basilicata;17076094;2010;Comune;2.128;3,34;0;8,84;0;0;3,52;7,8;2,3299999999999996;0;2,21;27,69;
Vaglio Basilicata;17076094;2011;Comune;2.074;7,892;0;11,586;0;0;1,813;8,933;4,573;0;2,74;39,4;
Vaglio Basilicata;17076094;2012;Comune;2.063;2,053;0;12,86;0;0;0;8,886;3,0919999999999996;0;0,56;24,96;
Vaglio Basilicata;17076094;2013;Comune;2.078;1,773;0;15,686;0;0;1,266;9,04;3,439;0;1,146;27,846;
Venosa;17076095;2010;Comune;12.231;14,71;0;202,09;0;74,96;133,45999999999998;104,36999999999999;41,82;0,43000000000000005;28,19;668,79;
Venosa;17076095;2011;Comune;12.167;15,79;0;638,6;0;165,23000000000002;95,77;94,58000000000001;36,480000000000004;0,7719999999999999;180,46;127,52;
Venosa;17076095;2012;Comune;12.152;3,19;0;400,20000000000005;0;66,57;109,05000000000001;186,28;33,204;1,736;78,62;188,61;
Venosa;17076095;2013;Comune;12.047;4,45;0;489,83;12,34;126,44999999999999;97,83000000000001;149,379;24,078;5,343999999999999;90;150,06;
Vietri di Potenza;17076096;2010;Comune;2.933;0;0;5,08;0;0;5,9259;3,1965;10,69;0;0;22,47;
Vietri di Potenza;17076096;2011;Comune;2.917;0;0;41,6287;99,28;3,9195;2,404;8,5184;3,8200000000000003;0,13;3,7627;50,7363;
Vietri di Potenza;17076096;2012;Comune;2.921;2,69;0;0;130,67;0;3,56;10,68;5,859999999999999;1,763;0,9;77,6;
Vietri di Potenza;17076096;2013;Comune;2.880;9,52;0;43,331202797;124,98;7,4548054;4,614402062;6,738258499;10,200000000000001;0,125;11,047298852;53,602027910000004;
Viggianello;17076097;2010;Comune;3.209;0;0;15,3;0;3,92;0,3;0,4;1,94;0;0;24,09;
Viggianello;17076097;2011;Comune;3.124;5,85;0;0;0;2,49;9,4;0;10,72;0;5,54;0,65;
Viggianello;17076097;2012;Comune;3.139;0;0;14,86;0;5,31;0;0;13,6;0;0;4,54;
Viggianello;17076097;2013;Comune;3.200;0;0;12,76;0;0;2,8;0;3,42;0;0;0;
Viggiano;17076098;2010;Comune;3.170;7,16;0;22,320999999999998;0;6,28;0,2;14,46;53,96;0,21;3,46;17,319;
Viggiano;17076098;2011;Comune;3.122;2,82;0;77,3464;0;10,6075;13,4846;43,9763;41,91;1,8599999999999999;9,267199999999999;64,6478;
Viggiano;17076098;2012;Comune;3.124;5,58;0;79,19;0;10,02;21,728;38,27;20,86;0,26;6,22;88,14;
Viggiano;17076098;2013;Comune;3.244;6,64;0;33,32;0;17,1;0;0;21,68;2,021;10,42;79,94;
Ginestra;17076099;2010;Comune;748;0;0;2,132;0;0;0;2,07;0;0;0;1,2;
Ginestra;17076099;2011;Comune;741;0,38;0;17,5;0;0;2,5;6,74;0,34;0;0,3;10,14;
Ginestra;17076099;2012;Comune;736;1,23;0;35,22;0;0;0;5,25;13,78;0;0,42;7,98;
Ginestra;17076099;2013;Comune;739;0,14;0;15,540000000000001;0;0,41;0,49;12,83;1,7;0,37;1,9;10,26;
Paterno;17076100;2010;Comune;3.452;0;0;8;0;0;2,7;3,44;6,76;0;0;10,7;
Paterno;17076100;2011;Comune;3.423;2,21;0;36,949999999999996;0;3,75;6,73;22,33;9,459999999999999;0,072;2,9;69,31;
Paterno;17076100;2012;Comune;3.432;3,12;0;74,66;0;1,68;4,42;55,5;7,76;0,083;3,82;100,76;
Paterno;17076100;2013;Comune;3.412;4,27;12,79;115,61019149399999;0;8,117330701;13,354381489999998;65,57317732;6,390000000000001;0,225;12,135865375;93,191616001;
Cantagallo;09100001;2010;Comune;3.095;0,41;0;357,31;152,41;29,549999999999997;15,120000000000001;84,63;19,522;2,072;1,39;102,96000000000001;
Cantagallo;09100001;2011;Comune;3.102;0,29;0;297,07;148,6;34,1;35,37;90,84;16,451;2,149;1,44;126,38;
Cantagallo;09100001;2012;Comune;3.101;0,626;39,328;251,65699999999998;179,703;35,682;14,362;73,668;12,757000000000001;2,907;1,657;86,199;
Cantagallo;09100001;2013;Comune;3.156;0,327;58,065;294,602;270,001;52,113;24,881999999999998;97,248;13,565999999999999;4,354;0,761;95,03999999999999;
Carmignano;09100002;2010;Comune;14.187;0,66;0;1224,31;1613,78;159,51999999999998;60,71;280,83;65,475;6,95;13,68;424,72;
Carmignano;09100002;2011;Comune;13.991;0,14;0;954,03;1588,09;133,87;63,519999999999996;282,35;49,938;9,286;19,6;435,58;
Carmignano;09100002;2012;Comune;13.984;0,68;178,337;839,938;1559,3799999999999;63,05;43,039;309,943;41,1;11,713;13,177;414,01800000000003;
Carmignano;09100002;2013;Comune;14.345;0;244,273;1051,451;1605,5480000000002;14,465;44,859;383,856;41,707;14,021;6,173;384,31;
Montemurlo;09100003;2010;Comune;18.438;0,34;0;4147,7;1669,31;1053,6;67,06;687,4;69,10499999999999;6,52;8,35;328,25;
Montemurlo;09100003;2011;Comune;17.908;0,64;0;3437,27;1640,3300000000002;1013,59;147,29000000000002;644,98;58,003;7,057;23,17;368,03999999999996;
Montemurlo;09100003;2012;Comune;17.891;1,552;250,683;2870,194;1900,777;746,972;44,056999999999995;655,194;59,406;12,747;23,880000000000003;444,043;
Montemurlo;09100003;2013;Comune;18.426;0,64;311,337;3706,889;2100,05;708,6360000000001;96,81;880,4739999999999;59,483000000000004;25,206;19,467;533,799;
Poggio a Caiano;09100004;2010;Comune;9.959;1,12;0;984,02;950,06;77,51;35,85;138,03;39,894999999999996;4,18;4,46;256,72;
Poggio a Caiano;09100004;2011;Comune;9.626;0;0;699;1160,16;77,04;60,83;164,48999999999998;33,615;4,974;7,42;286,71;
Poggio a Caiano;09100004;2012;Comune;9.600;0,14;125,598;608,727;1309,3509999999999;36,42;29,426000000000002;185,355;27,413000000000004;6,273999999999999;7,95;284,089;
Poggio a Caiano;09100004;2013;Comune;10.019;0;158,156;640,2080000000001;1321,36;36,51;38,231;206,93699999999998;31,384;8,582;4,524;260,533;
Prato;09100005;2010;Comune;188.011;54,8;0;27790,390000000003;14438,23;5209,92;1314,06;4139,38;657,275;113,44;293,86;4492,8099999999995;
Prato;09100005;2011;Comune;185.456;85,95;0;26986,08;14671,39;5370,58;1096,3600000000001;4615,52;632,086;120,066;115,33000000000001;4588,31;
Prato;09100005;2012;Comune;184.885;28,632;2530,203;20316,324;15005,309;3075,09;530,212;3725,694;516,616;111,895;5436,128;4372,265;
Prato;09100005;2013;Comune;191.268;12,339999999999998;3285,509;24214,531000000003;15811,475;2926,622;616,775;4762,5509999999995;495,672;163,99499999999998;3655,757;4440,1539999999995;
Vaiano;09100006;2010;Comune;9.990;2,39;0;931,03;1421,69;127,16;52,67999999999999;236,23000000000002;115,65100000000001;20,58;0;302,82;
Vaiano;09100006;2011;Comune;9.821;1,82;0;846,41;1332,8200000000002;192,96;118,25;255,36;91,499;18,124;0;325,63;
Vaiano;09100006;2012;Comune;9.825;1,671;147,032;774,283;1272,542;148,802;62,588;297,159;67,755;19,849;0;277,636;
Vaiano;09100006;2013;Comune;9.913;3,481;183,026;736,732;1366,908;161,659;102,278;333,161;57,179;25,104000000000003;32,98;276,546;
Vernio;09100007;2010;Comune;6.095;6,29;0;306,19;373,69;127;51,55;121,77000000000001;48,786;8,55;2,76;152,73;
Vernio;09100007;2011;Comune;6.012;7,28;0;304,06;394,5;68,81;43,84;126,82000000000001;38,337;7,471;2,79;145,08;
Vernio;09100007;2012;Comune;6.013;3,802;80,568;277,711;388,031;55,581;32,704;138,869;35,796;9,326;3,211;164,155;
Vernio;09100007;2013;Comune;6.118;3,452;95,796;314,156;505,079;56,732;37,730000000000004;162,719;42,43;11,075000000000001;1,466;180,515;
Acate;19088001;2010;Comune;9.793;0;0;2,82;0;0;0;0,6;3,24;0;0;0,66;
Acate;19088001;2011;Comune;9.574;0;0;1,22;0;0;8,14;0,38;6,56;0;0;0,68;
Acate;19088001;2012;Comune;9.658;0;0;3,2800000000000002;0;0;7,82;1,16;8,68;0;0;2;
Acate;19088001;2013;Comune;10.527;0;2,72;3,96;0;0;4,04;0,64;2,18;0;2,7;0;
Chiaramonte Gulfi;19088002;2010;Comune;8.218;0;0;16,12;0;0;3,48;6,96;2,26;0,07;0;6,76;
Chiaramonte Gulfi;19088002;2011;Comune;8.224;0,74;0;13,48;0;0;0;6,5;3,8;0,142;0;5,82;
Chiaramonte Gulfi;19088002;2012;Comune;8.242;1,6;2,56;16,72;0;0;4,86;7,64;2,98;0,07200000000000001;0;1,54;
Chiaramonte Gulfi;19088002;2013;Comune;8.225;0;1,46;18,8;0;0;1,72;6,67;2,92;0,15;0;2,44;
Comiso;19088003;2010;Comune;30.577;36,86;0;589,37;8,84;35,22;0;32,94;129,26999999999998;0;0;0;
Comiso;19088003;2011;Comune;29.184;16,5;0;717,3050000000001;738,5200000000001;106,59;0;127,78;340,04;0,246;0;218,32;
Comiso;19088003;2012;Comune;29.185;16,06;60,245;953,8;1834,3600000000001;97,38;13,62;253,26;390,08000000000004;0,192;0;330,12;
Comiso;19088003;2013;Comune;29.880;39,6;58,94;855,66;2058,94;132,82;23,36;159,12;256,96;0,477;0;422,02;
Giarratana;19088004;2010;Comune;3.172;1,18;0;28,84;0;0;0;18,94;2,7;0;0;0;
Giarratana;19088004;2011;Comune;3.143;0,38;0;75,58;0;7;10,9;35,46;0;0,103;0;7,34;
Giarratana;19088004;2012;Comune;3.137;1;1,48;89,1982;0;3,7568;6,738899999999999;69,0612;4,4;0,033;0;13,3851;
Giarratana;19088004;2013;Comune;3.131;0;3,3;61,95;0;0;1,42;28,68;2,74;0,07100000000000001;0;0;
Ispica;19088005;2010;Comune;15.554;75,54;0;618,4;1195,415;141,79;93,81;202,48;110,36;2,75;0;169,76;
Ispica;19088005;2011;Comune;15.122;59,92;0;608,7;1345,78;131,44;187,48;217,44;90,93;4,746;0;228;
Ispica;19088005;2012;Comune;15.133;23,2;132,54;589,4;1365,98;136,7;179,68;197,44;85,45;3,6;0;261,52;
Ispica;19088005;2013;Comune;15.768;25,48;104,76;562,8199999999999;1132,22;117,5;176,66;191,96;97,69;2,163;0;236;
Modica;19088006;2010;Comune;55.196;40,66;0;1463,0439999999999;46;65,983;75,25;309,97;156,485;5,402000000000001;0;393,72;
Modica;19088006;2011;Comune;53.959;32,839999999999996;0;1389,232;38,78;38,6;25,813000000000002;294,258;74,325;3,925;0;488,01;
Modica;19088006;2012;Comune;53.946;14,54;15,86;813,4599999999999;68,05;20,18;9,18;361,71999999999997;95,12200000000001;1,84;0;433,82;
Modica;19088006;2013;Comune;54.854;10,04;2,84;843,3;138,5;11,42;0,18;346,83;57,665;3,6399999999999997;0;401,74;
Monterosso Almo;19088007;2010;Comune;3.229;0;0;3,7;1,21;0;2,51;1,38;1,8;0;0;0;
Monterosso Almo;19088007;2011;Comune;3.183;0;0;17,56;0;0;2,42;1,64;3,58;0,131;0;0;
Monterosso Almo;19088007;2012;Comune;3.173;0;1,06;19,96;0;0;1,78;1,4;3,49;0,064;0;0;
Monterosso Almo;19088007;2013;Comune;3.100;0;2,08;13,88;0;2,22;1,4;1,4;2,24;0,039;0;0;
Pozzallo;19088008;2010;Comune;19.234;8,52;0;458,20000000000005;0;78,4;0;119,1;14,7;0;0;0;
Pozzallo;19088008;2011;Comune;18.929;5,22;0;420,084;0;45,7;0;94,26;13,14;0,1;0;113,12;
Pozzallo;19088008;2012;Comune;18.967;7,08;0;478,986;0;13,22;0;88;0;0;0;40,400000000000006;
Pozzallo;19088008;2013;Comune;19.571;1,92;72,68;463,44;769,12;71,22;16,88;171,72;18,21;0,062;14,33;269,22;
Ragusa;19088009;2010;Comune;73.743;8,54;0;1928,26;1297,43;106,64;421,95;204,49;377,93000000000006;0;0;507,9;
Ragusa;19088009;2011;Comune;69.794;2,96;0;1595,606;2283,9;215,54;478,17;361,45;281,24;1,586;0;963,42;
Ragusa;19088009;2012;Comune;69.863;6,970000000000001;61,06;1627,3400000000001;3325,0200000000004;218,54;723,7;450,16;169,28;1,12;0;682,204;
Ragusa;19088009;2013;Comune;72.812;4,74;52,18;2168,96;5074,12;422,22;699,16;463,24899999999997;63,46;2,1155;0;26,42;
Santa Croce Camerina;19088010;2010;Comune;9.945;9,46;0;243,06;0;41,32;0;36,730000000000004;18,64;0,17500000000000002;0;10,32;
Santa Croce Camerina;19088010;2011;Comune;9.452;20,5;0;281,4;137,42;21,64;0;62,96;11,35;0,165;0;91,76;
Santa Croce Camerina;19088010;2012;Comune;9.470;7,1;13,96;226,86;174,88;32,52;0;53,22;19,1;0,216;0;104,34;
Santa Croce Camerina;19088010;2013;Comune;10.411;6,64;34,42;219,21999999999997;77,74;32,2;0;47,78;11,33;0;0;90,88;
Scicli;19088011;2010;Comune;26.556;0;0;377,03999999999996;0;160,36;25,24;123,34;0;0;0;205,16;
Scicli;19088011;2011;Comune;25.922;34,22;0;346,1;357,74;44,96;16,86;135,8;41,03;1,504;0;234,24;
Scicli;19088011;2012;Comune;25.903;8,72;24,02;356,91999999999996;752,98;18;0;167,01999999999998;31,94;0,48;0;284,36;
Scicli;19088011;2013;Comune;27.033;16,12;52,92;489,48;536,28;33,68;0;0;25,84;0,07750000000000001;4,4;456,76;
Vittoria;19088012;2010;Comune;63.332;39,5;0;0;0;0;0;0;59,85;0;0;0;
Vittoria;19088012;2011;Comune;61.006;29,68;0;0;1,92;19;1,94;8,3;66,34;0;0;0;
Vittoria;19088012;2012;Comune;61.020;0;0;124,89;0;173,85;0;36,02;0;0;0;0;
Vittoria;19088012;2013;Comune;62.937;0;0;164;0;136,22;0;0;0;0;0,3;0;
Alfonsine;08039001;2010;Comune;12.411;0;214,774;1389,3500000000001;2156,723;215,624;136,3987;200,8434;85,352;14,72;44,024;366,0361;
Alfonsine;08039001;2011;Comune;12.245;0;216,6823;806,9993;2040,4009999999998;292,0606;119,9195;242,4641;86,3758;11,6061;14,3034;356,4656;
Alfonsine;08039001;2012;Comune;12.236;0;226,751;609,888;1914,288;391,005;245,885;235,721;69,0624;15,754999999999999;24,851;320,678;
Alfonsine;08039001;2013;Comune;12.283;0;213,744;565,6790000000001;1936,955;403,928;54,372;368,323;70,023;12,652000000000001;15,085;312,276;
Bagnacavallo;08039002;2010;Comune;16.665;0,06;222,065;988,229;2694,766;174,679;75,82339999999999;260,37739999999997;92;13,494899999999998;31,045;421,8674;
Bagnacavallo;08039002;2011;Comune;16.715;12,22;257,059;1096,244;2495,594;228,932;88,004;371,1;106,28490000000001;12,3554;24,6161;390,514;
Bagnacavallo;08039002;2012;Comune;16.656;11,06;244,6971;1177,821;2660,842;235,37800000000001;94,6328;414,5591;80,2818;13,959000000000001;40,235;415,2205;
Bagnacavallo;08039002;2013;Comune;16.724;0;220,074;1129,384;2879,2090000000003;245,81099999999998;58,114;652,231;74,133;8,205;15,597;370,352;
Bagnara di Romagna;08039003;2010;Comune;2.330;0;30,526;91,809;730,798;21,611;19,5491;37,1113;34,894;3,9245;2,77;38,8642;
Bagnara di Romagna;08039003;2011;Comune;2.348;0;33,6209;139,757;621,8686;20,0291;21,977999999999998;38,757;18,252499999999998;3,9642;1,278;33,558;
Bagnara di Romagna;08039003;2012;Comune;2.369;0;25,4631;97,043;608,9309999999999;27,994;34,3172;44,481399999999994;16,024700000000003;5,402;3,6227;46,1156;
Bagnara di Romagna;08039003;2013;Comune;2.420;0;30,379;91,48;606,415;47,269;20,896;58,298;13,446;5,144;3,151;43,286;
Brisighella;08039004;2010;Comune;7.847;28,16;0;256,89;586,2;88,82;48,641000000000005;93,402;65,941;14,540999999999997;6,5;150,053;
Brisighella;08039004;2011;Comune;7.664;73,95;0;271,1374;447,85;67,7384;53,6824;96,4027;66,257;15,218;0,739;155,2676;
Brisighella;08039004;2012;Comune;7.662;70,55;0;227,073;314,49;58,46;48,1666;79,185;44,571;13,137999999999998;0,075;132,8443;
Brisighella;08039004;2013;Comune;7.711;24,5;0,96;254;272,37;72,95;44,214999999999996;88,424;45,432;11,884;0;137,87400000000002;
Casola Valsenio;08039005;2010;Comune;2.761;22,26;0;183,58;322,52;53,56;40,465;41,963;24,444000000000003;10,155;0;0;
Casola Valsenio;08039005;2011;Comune;2.724;22,986;0;186,5991;168,06;62,7605;39,0695;59,9167;23,612000000000002;12,491;1,1600000000000001;100,547;
Casola Valsenio;08039005;2012;Comune;2.723;7,806;0;160,079;162,36;73,92;59,092299999999994;43,8052;17,959;12,184;2,69;139,1736;
Casola Valsenio;08039005;2013;Comune;2.665;11,19;1,44;156,61;148,76;66,1;39,767;36,504;18,256999999999998;13,428;3,36;57,457;
Castel Bolognese;08039006;2010;Comune;9.626;10,8;0,3;694,2139999999999;389,69;246,42;103,5419;145,7696;62,449;18,904999999999998;0;311,4191;
Castel Bolognese;08039006;2011;Comune;9.519;342,28999999999996;0;815,3029;432,7;218,732;89,1918;169,0838;61,256;16,902;32,027;287,587;
Castel Bolognese;08039006;2012;Comune;9.516;84,69;1,5;948,7959999999999;518,885;211,268;84,2898;125,3276;56,056;14,928;29,404;388,3212;
Castel Bolognese;08039006;2013;Comune;9.597;187,505;4,22;764,02;369,03;235,73;61,821;203,41;46,46;14,316;32,16;205,362;
Cervia;08039007;2010;Comune;29.180;0;625,36;4111,6939999999995;9604,99;986,7940000000001;314,5001;1947,4665;166,58999999999997;28,666999999999994;450,147;1975,552;
Cervia;08039007;2011;Comune;28.896;0;639,98;3676,4541;8564,355;895,3588;400,7504;2089,3147;196,327;34,684;173,488;2074,9892;
Cervia;08039007;2012;Comune;28.889;0;564,93;3393,517;9588,984;803,078;345,91700000000003;1868,181;197,552;27,314999999999998;128,773;2004,645;
Cervia;08039007;2013;Comune;28.968;0;635,86;2947,248;11162,851999999999;803,8399999999999;284,125;1507,5259999999998;174,80599999999998;23,158;33,927;2018,323;
Conselice;08039008;2010;Comune;10.028;0;312,089;1058,2469999999998;2076,3810000000003;354,094;113,22319999999999;212,365;117,905;16,8446;43,721000000000004;271,664;
Conselice;08039008;2011;Comune;9.837;9,85;279,2985;1071,8888;1926,675;369,4916;127,6729;255,755;108,7482;16,658;18,5683;268,8423;
Conselice;08039008;2012;Comune;9.819;0,986;259,9767;1086,14;1827,9900000000002;369,81940000000003;123,1858;267,02009999999996;80,5343;20,572000000000003;31,5562;238,4634;
Conselice;08039008;2013;Comune;9.879;0;214,343;834,223;1988,658;329,762;77,287;446,929;77,128;14,160999999999998;15,952;202,44;
Cotignola;08039009;2010;Comune;7.414;0;88,536;1074,6019999999999;1117,297;164,73399999999998;62,9727;430,1808;68,221;10,5115;55,53;251,4067;
Cotignola;08039009;2011;Comune;7.384;398,479;99,7087;619,5283;1110,8384;131,0885;65,7074;237,19060000000002;59,5437;11,346599999999999;11,2201;294,5108;
Cotignola;08039009;2012;Comune;7.381;178,608;131,6675;685,173;1072,53;141,303;116,15100000000001;243,1587;58,2943;11,108;15,8894;249,2048;
Cotignola;08039009;2013;Comune;7.447;0;118,57;354,83799999999997;1232,172;136,968;48,394999999999996;308,08799999999997;35,583;11,661999999999999;7,011;208,471;
Faenza;08039010;2010;Comune;58.150;21,88;0;5918,871;6128,92;1569,99;511,53;1018,125;305,353;73,785;178,75;1587,816;
Faenza;08039010;2011;Comune;57.748;168,03599999999997;0;5982,2316;6685,12;1695,2815999999998;1327,2404999999999;1329,9584;297,02299999999997;74,05799999999999;166,15;2053,1396;
Faenza;08039010;2012;Comune;57.719;288,099;0;5789,107;5671,439;1470,989;1025,8535000000002;915,7264;290,512;77,19399999999999;196,853;2329,3246;
Faenza;08039010;2013;Comune;58.869;792,9910000000001;2,76;6124,1849999999995;5983,278;1461,03;499,116;1134,725;311,416;67,934;128,332;1446,42;
Fusignano;08039011;2010;Comune;8.444;0;169,038;533,3520000000001;1728,45;163,60500000000002;58,292;140,18099999999998;68,987;10,310799999999999;24,820999999999998;199,586;
Fusignano;08039011;2011;Comune;8.259;0;168,1853;463,13419999999996;1494,5065;201,26760000000002;68,82900000000001;190,734;61,9989;9,8874;13,5051;203,236;
Fusignano;08039011;2012;Comune;8.259;0;150,4143;459,13200000000006;1522,716;219,00580000000002;61,227000000000004;192,91000000000003;50,549800000000005;11,651;17,583399999999997;200,915;
Fusignano;08039011;2013;Comune;8.287;0;134,472;293,288;1753,6100000000001;135,309;38,805;310,999;55,274;8,07;6,302;196,499;
Lugo;08039012;2010;Comune;32.777;0;485,09;2584,723;5114,054;607,0070000000001;196,2409;782,0292000000001;141,289;20,796499999999998;148,5987;898,7782;
Lugo;08039012;2011;Comune;32.062;136,931;588,8737;2806,6994000000004;4735,695;622,25;265,6714;929,7915;212,7013;17,3447;72,0526;961,1043;
Lugo;08039012;2012;Comune;32.019;84,267;531,3888;2592,964;4754,016;649,636;248,04180000000002;870,7926000000001;155,67489999999998;28,747;98,6288;927,8618;
Lugo;08039012;2013;Comune;32.533;0;454,557;1985,4540000000002;5164,528;496,328;161,031;1443,786;174,71999999999997;21,736;37,336;868,5319999999999;
Massa Lombarda;08039013;2010;Comune;10.700;0;171,774;792,2349999999999;1685,366;597,25;72,9888;251,3466;73,551;10,282200000000001;10,35;283,1266;
Massa Lombarda;08039013;2011;Comune;10.449;311,926;174,3955;529,4739999999999;1654,9288999999999;645,7090000000001;96,928;376,448;72,7618;8,863;15,9732;214,855;
Massa Lombarda;08039013;2012;Comune;10.523;0;281,017;765,579;1525,625;497,3229;69,8;364,36699999999996;63,2833;15,657;22,350099999999998;204,569;
Massa Lombarda;08039013;2013;Comune;10.703;0;138,193;394,32300000000004;1641,0610000000001;458,52099999999996;57,101;361,01800000000003;59,68299999999999;10,609;10,87;199,103;
Ravenna;08039014;2010;Comune;158.739;0;3749,56;17276,939;26496,909999999996;3559,3489999999997;1007,8282;6745,0304;1083,677;195,101;1500,157;4412,8556;
Ravenna;08039014;2011;Comune;153.740;208,075;3606,813;17524,3956;23480,595;4021,5962;1422,8608;7387,2916;982,9818;197,683;710,182;4696,0749;
Ravenna;08039014;2012;Comune;153.458;78,088;3520,501;16691,91;24376,891;3768,9970000000003;1235,7765;7031,1846000000005;835,669;202,233;594,0939999999999;4923,2724;
Ravenna;08039014;2013;Comune;158.784;0;3081,6;15275,45;23866,075;3711,341;1356,049;6470,095;847,2970000000001;196,059;255,906;4818,304;
Riolo Terme;08039015;2010;Comune;5.813;14,4;0;227,75;677,12;81,04;44,056;76,44399999999999;65,235;14,518999999999998;0;119,68;
Riolo Terme;08039015;2011;Comune;5.777;17,493;0;233,48;724,96;97,42;51,648;81,075;71,915;13,131;0;122,921;
Riolo Terme;08039015;2012;Comune;5.789;3,832;1,22;228,75799999999998;450,14500000000004;79,28;44,586;74,0245;55,519000000000005;12,998999999999999;0;125,233;
Riolo Terme;08039015;2013;Comune;5.817;4,04;1,28;219,92;527,3;95,22;41,024;79,765;60,966;12,244;3,4;125,527;
Russi;08039016;2010;Comune;12.286;0;430,45;1159,5949999999998;2348,59;225,53199999999998;142,64600000000002;269,269;79,749;18,319;43,476;505,311;
Russi;08039016;2011;Comune;12.083;31,843;410,79;1006,0550000000001;2462,16;269,625;158,217;275,368;90,351;21,111;15,619;472,499;
Russi;08039016;2012;Comune;12.093;0;371,15;873,679;2281,11;175,377;117,75;307,75;86,611;19,855;25,083;387,99399999999997;
Russi;08039016;2013;Comune;12.228;0;361,77;802,337;2374;272,023;125,86;333,12199999999996;108,626;16,133;22,176;338,224;
Sant\'Agata sul Santerno;08039017;2010;Comune;2.849;0;4,407;305,245;655,584;8,306;6,993;74,048;5,21;0,3911;10,974;109,763;
Sant\'Agata sul Santerno;08039017;2011;Comune;2.822;0;5,736;320,6251;665,8343;12,817;13,052;100,353;2,8017000000000003;0,2218;6,4631;114,668;
Sant\'Agata sul Santerno;08039017;2012;Comune;2.806;0;7,603;260,056;730,087;10,5407;13,8232;99,63069999999999;1,8228;0,268;5,649;155,9632;
Sant\'Agata sul Santerno;08039017;2013;Comune;2.918;0;8,008;233,27599999999998;826,573;6,776;5,1419999999999995;153,87;2,1229999999999998;0,247;0;123,92200000000001;
Solarolo;08039018;2010;Comune;4.438;9,93;0;147,28;650,36;89,12;31,427;56,481;34,291;9,344999999999999;0;0;
Solarolo;08039018;2011;Comune;4.489;11,4;0;145,16;616,18;56,18;34,497;54,492;33,393;8,652000000000001;0;86,929;
Solarolo;08039018;2012;Comune;4.511;4,31;0;353,942;503,57;63,24;53,6211;54,2372;25,576;7,705;0;115,902;
Solarolo;08039018;2013;Comune;4.525;6,62;0;285,305;614,95;77,02;36,187;100,817;23,842;9,599000000000002;0;85,249;
Africo;18080001;2010;Comune;3.251;0;0;5,57;0;0;0,312;0,411;0;0;0;9,2432;
Africo;18080001;2011;Comune;3.210;0;23,16;2,36;0;0;0;0;0;0;0;10,149999999999999;
Africo;18080001;2012;Comune;3.199;0;18,16;14,6;0;0;0;0;0;0;0;1,7;
Africo;18080001;2013;Comune;3.102;0;0,4;3,7399999999999998;0;0;0;0,78;0;0;0;1,4400000000000002;
Agnana Calabra;18080002;2010;Comune;616;0;18,44;3,06;0;0;0,17;0,224;0;0,031;0;3,586;
